Company Name,Verticals,Financing Stage,Region,Company Description,Company Highlights,Pitch Deck,Get Connected,Founder Name,View LinkedIn,Pitch Video (if available),View Website,State,Country,Accelerator Program
Hiveclass,"Digital health,Edtech,Sports Tech",Seed,United States,"For K12 schools struggling to meet standards for Physical Education, Hiveclass provides short-form videos and assessments to build fundamental skills across multiple sports for whole child wellness. ","- 4x-ed year over year growth. 
- Retained 97% of 2022 revenue in 2023. 
- We have one multiple RFPs in some of the largest school districts in the nation that will help us expand sales in 2024 and beyond.
- We have a digital platform that is meeting the needs of the education clients with a standards-based curriculum, 2000+ videos, integrations with various tech stacks, accessibility features, and available in both English and Spanish.",,https://brdg.app/s/0vgj4q,Joe Titus,https://www.linkedin.com/in/joe-titus-a789768/,https://fast.wistia.com/embed/medias/rfdgk1b22v,www.hiveclass.co,New York,United States,Techstars Economic Mobility Powered by Samvid Ventures
Efektiva,"B2B payments,Fintech",Seed,Latin America,Efektiva creates a new era for B2B merchants to sell more financing their products and turning live customers underwriting data into sales insights that can be updated on demand for merchants to seize upsell and cross sell opportunities.,"'- Developed a fully automated, functional live product with unique technology that gives us unfair advantages in speed, stickiness, and scalability.
- Partnered with over 10 merchants using Efektiva to finance their products and boost their B2B sales, building a strong moat in our go-to-market strategy with brands like Apple, Matterport, and BRP Can-Am (many more to come).
- $11,000,000 USD in financing originated, with only $25,000 USD in delinquency.
- We have been featured in international fintech radars and invited by the international community to participate in events in Miami, San Francisco, Las Vegas, Los Angeles, Mexico City.
- Increased Revenue by 211% compared to the past year, taking us to a clear path to profitability just a few months away.
- Our lifetime value per customer will be 8 times the cost of acquisition per customer for 2024.",Efektiva_deck_jan24.pdf (https://v5.airtableusercontent.com/v3/u/25/25/1708120800000/UUuly2FTcyH7dvjbHRkD2w/JnRMvZ2q6U9sDkMUz66Fj_S86w4l32QKZsB_gi1Gz-ORQkvQMQuDwp_VNjjlBStXLb2Xg0mWOYwOeYvfkG3IVA5pX8RYVVmIV-N1ltNnA1y1RIIv7MqFdrSHJYYHB3Ih9vBBGLVlyJtwyiug4x9kY34w8obN9dT4-vgbEOwlWEI/vJ8_xkYEz87gi6flU00DbWQU0TiOdSYJIlbTxxPwOJU),https://brdg.app/s/b59nw0,Pablo Robles Watanabe,https://www.linkedin.com/in/parobles/,https://fast.wistia.com/embed/medias/tjtsd7i039,www.efektiva.mx,,Mexico,Techstars Los Angeles powered by J.P. Morgan
Gabu,"Artificial intelligence and machine learning,Digital health,Gaming",Pre-Seed,United States,"For parents that want their kids to have a safe and fun online gaming experience, Gabu provides a secure platform to help them become good digital citizens.","- 7,000+ hours spent in our sessions by 500+ players.
- Successful pricing experiments launched with an NPS of 86.
- 100% of parents saw improvements in their kids thanks to Gabu in either social skills, self control or negotiation skills. 
- AI product launched in the US with +50% WoW growth.",Gabu Pitch Deck 2024.pdf (https://v5.airtableusercontent.com/v3/u/25/25/1708120800000/fWbV3b5zXjHF0CMt0-0RfQ/X1cE-P918qZj0tErEOMk2gfHNlOuxS5dHwYqNjM2eoPn3mKxcYFTO2dXis9YCEI-KkgH9srY60PWA-mbWjvdCq0I5gfZENvwWGCgIQC_h9UQpJy-BS2o-gF7UWFjeJW7gvrsyAM3d311qqaRBVS1RXE8zZL1583M2lZ8b11CJEY/sk1uLzcKetHVz3ficdS0VrgaCVnNcyO8RXrB4jSZbwI),https://brdg.app/s/0e4pc0,Fernando Corral,https://www.linkedin.com/in/fernando-corral-6521027/,,https://www.playgabu.com,Florida,United States,Techstars Miami powered by J.P. Morgan
Dollarize,"B2B payments,Fintech,Impact investing",Seed,United States,"Dollarize built the FDIC-insured banking service accessible to anyone, anywhere in the world. In the last three months, we opened more than 20,000+ accounts in five LATAM countries and in the U.S., growing by more than 50% each month.","'- 40,000+ accounts in five LATAM countries.
- 50%+ growth in transactions per month (deposits).
- Increased by 2.5x the average transaction per customer per month.
- Balance increased per customer during the first six months by 83%.",DollarizeDeck.pdf (https://v5.airtableusercontent.com/v3/u/25/25/1708120800000/Sj2UTmWdjeg84qTKyaSK9Q/VMah_MXZ5MGye7cBqk6qZ55hPwFi4Xfrb3wCsWlbjd-Jhcp7VnYvYxdglejpvogSKyWsbkWNfiH3quVWb1UhF9QkVxrYbUbGx2xOZi3tFiklsBkb39U8_QlYvdMLI8Q6roBEOJ9XXmS6XhOJoT9LPQ/IyUNQ8Z-Q8_FB-AYiH_WSyan8o185YlhzdxnFfuCeMw),https://brdg.app/s/zaejed,Diego de la Campa,https://www.linkedin.com/in/diego-de-la-campa-corcuera/,,https://www.dollarize.me,New York,United States,Techstars New York City powered by J.P. Morgan
OTTO,"Mortgage tech,Real estate tech",Pre-Seed,United States,OTTO is an open-source real estate marketplace engineered to modernize the home search & sale experience. We're driving revenue and unpaid user growth through a SaaS product we engineered to help mortgage lenders & realtors improve client retention.,"- Launched product on 11/27/2023.
- Hit $5k MRR on 12/30/2023.
- Trusted with 50,000 clients under management.
- Successfully onboarded first enterprise customer on 1/10/2024.",OTTO Investor Deck January 2024.pdf (https://v5.airtableusercontent.com/v3/u/25/25/1708120800000/ZOSqW2alTrBVLhariA09hw/N5gpEZDFw2_LjnBEn8-M7q3fEJf7_NuY8lqkE4P4eh-IyWuITcxbVRNUXUirImDuO1GqhLuN5aHdgbx8W6q_696xPWeC54Pr6pfyZoeu15xOZWM_-kXiYjm-4VfYZ5HO5CC3Z-8-BR-IDcdEHgzPQoiaZGAkrdP6EKxzBV5oI-Y/Q1FJ3VhADA4_DVyCIRN2tLT9s7jlJJqbBWc25BaNZhk),https://brdg.app/s/7sgml1,Andrew Penner,https://www.linkedin.com/in/aepenner/,https://fast.wistia.com/embed/medias/gnns5bjm43,https://www.opentotheoffer.com/,Connecticut,United States,Techstars Chicago Accelerator
Aistetic,"Artificial intelligence and machine learning,Augmented reality,Virtual reality",Pre-Seed,Europe,Aistetic is a University of Oxford spinout and next-gen 3D body modelling SaaS platform. Aistetic's patent pending software reduces returns and increase conversions for brands and retailers from mobile devices leveraging AI & deep learning.  ,"- $20K of SaaS revenue to date
- Patent-pending software, awaiting grant in UK and US
- Launched with beta customers - example impact from beta customer zero returns, +26% AOV last 3 months
- Pipeline building: $25m - $2BN revenue customers in discussion",20240119_Aistetic_S.pdf (https://v5.airtableusercontent.com/v3/u/25/25/1708120800000/e1XT1ILv5ao3uc5Mwrvzog/jBjG3rPfv0ip7Li6xqm78GjgWEqZECCeIXHxtMuRN3mhqmA3jQmC3Mg1f6pVFdnnb9tkKy5KtSXHY-HmbBg83ieyN54NI6kWncRDOqxUdHYDpu6PK0B2h8Ss9GoaxxeMDb8TW5y8TY2NBhN544YMQCw1JwTakzDt55qFAJXZm_0/4ImxIBrhJsb1mvbGcMo9CaSzC4c7NIYR4Eb2YX_lF4U),https://brdg.app/s/1m2umq,Duncan McKay,linkedin.com/in/duncan-mckay,,www.aistetic.com,,United Kingdom,Techstars Future of Ecommerce powered by eBay
"Axxelist, Inc",Real estate tech,Pre-Seed,United States,"Axxelist is a marketplace that brings landlords and renters together, allowing renters to view available listings, schedule in-person self- tours, “Make an Instant®RENT Offer”, and digitally transact entire rental process online. ","- Launched webapp and began adding rental inventory manually to site.
- Hired 2 developers to build native app iOS and Android – project kicked-off Jan 2023.
- New Advisor joined Axxelist, Head of Housing at Columbia University, Diego Rivera, Associate Vice President to Columbia Residential.
- Adding sales person for landlords around universities / college housing and began conversations with Military to discuss service personnel using app.",Axxelist Pitch Deck_Techstars '23.pdf (https://v5.airtableusercontent.com/v3/u/25/25/1708120800000/IZh80dMG6HKDdPzh0k6uPA/bsvmGJ3Ohx1g0HAb6FGHpgvmuy4CRzN3QcU3qWwkBOIaOZDyP-PKkOrcK69bfcuzvgkb3qObyZgIsy1pMyzuAnj06nVWqZq0a6j1B4Bmp3j9oXVFEF4kDR5Znrj0qzxfMmWOXoQnb94OL0nbEax3kcZoqh0B3oWJ7Y5mVxyK6Gw/Y1aK8nRqIwWPrLe5DCI6URVgVmYa3c6ggv504opZ1Go),https://brdg.app/s/00nbw5,Marie Ffolkes,www.linkedin.com/in/marieffolkes/,,www.axxelist.com,Pennsylvania,United States,Techstars Washington DC powered by J.P. Morgan
SLAIT,"Artificial intelligence and machine learning,Edtech",Pre-Seed,United States,SLAIT School – AI tool for American Sign Language practice allows students learn ASL faster and teachers manage ASL classes effortlessly.,"- We overtook Google and Microsoft, released the first ASL product powered AI.
- 3,200+ Signed users
- Strong team: exMeta + AI Scientist + Serial founder. We've built our own AI model and technology.",SLAIT School Pitch Deck 2023 [no GIFs] www.slait.school.pdf (https://v5.airtableusercontent.com/v3/u/25/25/1708120800000/R8vYpTuY6ZB9KsaAwXMo1g/lPmhwNEWsV583ewxHT0msd6l-GD2-I_7Oy4cE-_WcdVf4mSPIREinHwUYKxVzhs8PDigqyHpKZHis5d1bq_t2neX8d5nbUHNRU1bR2IKOavg_4nsge5S2c3_UqpHMDse_A9xK7zlg2CzRddEuZSfyJ3jlSDbEmLhgxf__eLAjrBX_tfQ5WROUUoWYmY_P7PZ/_lcxbdLNQRGH0qCihQ_pYXi5oey_e8rHmxyfm6E8OMQ),https://brdg.app/s/5hvgia,Eugene Fomin,https://www.linkedin.com/in/eugenefomin/,,https://slait.school/,Delaware,United States,Techstars Washington DC powered by J.P. Morgan
mokSa.ai,"Artificial intelligence and machine learning,Cybersecurity",Seed,United States,"mokSa.ai is a surveillance audit platform that leverages AI-driven tools to protect businesses from losses attributable to theft and employee mismanagement, operating in an unbiased manner.","- moKSa.ai secured partnership deal for 150 locations which will bring in additional $750K ARR. Already have an LOI
- More such partnership deals are on the table
- Doubled revenue from 2022 to 2023",Moksa.ai Pitch Deck Revision 15.pdf (https://v5.airtableusercontent.com/v3/u/25/25/1708120800000/CLqVQwjGqOj6hT8VeRXx7w/pdDqCumEw7obwHtB6tPaoYWkxY-dn3me7v7fikuMYZhPwR_2Fy8WOQiqRZrSyGVNDZkDWEhNwLT5jtPwbzF1kzTbwMRxCibfYC6WonR-GeV5m0fCrYduu2AYVWtmaXflq0pwideraZE-7aSU4JxGXDfAiLy4EJHHUXOGsCUnbXA/jBqZ1nhSfA5U6Bnza8ZgrOjr3vbydOt09_-l9AkwJ-U),https://brdg.app/s/srfnku,Nikhil Teja Kolli,www.linkedin.com/in/nikhilteja-kolli,,www.mokSa.ai,Michigan,United States,Techstars Detroit powered by J.P. Morgan
Chassy,"Cloudtech and DevOps,Infrastructure,Robotics",Pre-Seed,United States,"The fastest way to get code from a developers computer to a Robot, Satellite, Drone.","- Went from prototype to launch in 90 days.
- Active discussions with two companies in the mobile robotics space.
- Active discussions with two companies in the embedded software space.
- Under NDA with one of the largest private satellite companies in the world.",Chassy Investor Deck.pdf (https://v5.airtableusercontent.com/v3/u/25/25/1708120800000/bKtAFcPGZQHzP_k1_mZwbw/sOqYg_4G62HPjjRJqVUEssin9XyxXQMuGrEoA923UsaBmPLHwX9P9OSL2PgCV6GlBhsqMPBwbR1DnQooY5HaPjJ4ul8Rokx-EnHQxqabNuwf9F2A_dThd7n0a-76-pB5SHzbEw88BKQXpJEFx3BtLQw7DRbEuc61FF6nQCrAbak/KM18zVlpVwPBxZAmtD7rre2beUK6TGORp420KzDSWu0),https://brdg.app/s/ipp8t8,Chuka Okoye,https://www.linkedin.com/in/chukao/,https://fast.wistia.com/embed/medias/zsszwhqnie,https://www.chassy.io/,Washington,United States,Techstars Seattle Accelerator
MV Sales and Logistics,"Artificial intelligence and machine learning,Mobile commerce,Supply chain technology",Seed,United States,"MV Sales and Logistics is a global B2B SaaS platform that automates and control trough IA tools field sales and logistic teams in Consumer Goods distributors. Today MV counts with 5,000 active users, 30 companies in 8 countries.","- Bootstrapping we have today 5,000 users, presence in 8 countries and ARR of 265K.
- In just 1 year our number of clients were duplicated jumping from 10 companies in 2022 to 30 in 2023.
- Around 110,000 orders and 98,000 collections are generated per month through our solution.
- Sales cycle has been reduced from 5 months to 2 months.",Pitch Deck MV Sales and Logistics 2024.pdf (https://v5.airtableusercontent.com/v3/u/25/25/1708120800000/F9wyQ02UOV8ggLGuoc-2-w/R-hZPBotHlqVGjTNms6YotEo-FZFqGQr0GWlQqTpYs2rqDGFbWvHegamiS6vDsN4Vh1H4fj9Do1qL-LzslFHhtRlEjDQHNk5KfRGUy9SfEd-aYuj4OuO3geH-XiGorZxRS2sywdU8KC2EVC2BSTQaR0jnMct0y9OHl9JDbF563U/W26r9wQrZ96w-bRvOVi8VmcfBN9kb_pKi4a5Qbv073w),https://brdg.app/s/pcf6cn,Pedro Peroni,https://www.linkedin.com/in/pedroperoni,https://fast.wistia.com/embed/medias/kl33i8x5gh,https://www.mvsalesandlogistics.com,Florida,United States,Techstars Chicago powered by J.P. Morgan
AkashX,Big Data,Pre-Seed,United States,"AkashX is building (MVP-ready) the world's first storage accelerated data warehouse that reduces the costs by 4X over anything in the market today (Snowflake, Amazon Redshift, etc).
","'- 2 POCs successfully completed.
- As we are deep tech startup building a database, we have an MVP ready for live demo.
- 1 Angel Investor (Co-Founder of a Unicorn & CTO).",AkashX Pitch 2.0 generic.pdf (https://v5.airtableusercontent.com/v3/u/25/25/1708120800000/s0aB0H1ftH7Ca6uIfrQA_g/PrvquUMaUthJoAJMGemSm4-4K0RO2mQV2hkI8EwF70rukKeGEg9BsGt7QPu01eNrnPaJsh-kuVjUR4VFFtI7IvPpZzxOXBSh7z3JIANltbDMq6SVzlJBORwWDLhcyHB74oFcWgW6NJV8D65Fx9C7z1Kt2xzpLLDWONLM9gHjnqk/lQGesj61jChWmcnLLpYY5Z1lPfkMT2Z16HO4q0hZbKc),https://brdg.app/s/vqqhpk,Kartik Kulkarni,https://www.linkedin.com/in/kulkarnikartik/,,http://akashx.cloud,California,United States,Techstars Berlin Accelerator
Lokum,"Digital health,Healthtech,HRtech",Pre-Seed,United States,"A recruiter-less SAAS solution that gives medical specialists gig-work options & work-life autonomy. Lokum App connects anesthesia professionals to local talent pools in healthcare facilities, slashing recruitment fees paid to agencies by up to 92%.","- Pilot in 2023 with 4 employers managing 120 facilities across 13 states.
- 2,600 Provider Users signed up.
- 70 applications generated.
- 1 employer LOI for discounted subscription.",Lokum MINI Deck 01252024.pdf (https://v5.airtableusercontent.com/v3/u/25/25/1708120800000/DELJFr1O35AzX8uf9rflig/WQcGNS4RGhjpyJNoIjj_Hzrzvh9P2309-Su6b6TqrJwZsEe6lrMyKtbv-5ivmG7KP7HxVnK9eQuAxTnIS-bCRexMYh9-qUkTGGR5ZixBn3QWYkkKl73RxIUSvSDHa_KeOwGk1OfHSgeFI7_H-iTgMpp660qDnjxwb-okbTchU1g/ugJBiYaewiEMnqyVOqYygM1k68G2pxmnoD8-tNS4ekc),https://brdg.app/s/5bhl6f,Ayoade Ademuyewo,https://www.linkedin.com/in/lokumfounder/,,https://lokumapp.com/,Texas,United States,Techstars Washington DC powered by J.P. Morgan
SneakPeek,"Artificial intelligence and machine learning,Supply chain technology,Web 3.0/Crypto/Blockchain",Pre-Seed,United States,SneakPeek is an AI sneaker authentication platform that enables enterprises to authenticate and track the authenticity of assets.,"'- 3 LOIs (9 stores with 40k+ inventory)
- Waitlist of 300+ users for sneaker detection
- Beta testing with 50+ users; launching on the app store at the end of January
- Advanced discussions with large enterprises for authentication pilot",Techstars_SneakPeek_Investor_Deck.pdf (https://v5.airtableusercontent.com/v3/u/25/25/1708120800000/lTQx6iN4ojkB0l6VVPsJ1Q/lNtd8C8vODiMnAwrD6_05B7DapwPzndd8Tvj_7-0WXiCb92UU_5KGc2Y5bYPXOfGN_tqX3otciqKcIpyWfFA1Wn8z6E6A28tdHEpm8u5TqhOK2PMnXZIkS4w5AfoU-W2zSJPdb_qnKV0EbJAhZum7GwHLOpjW9dBTLpQd_YxXIvFyaTPxIO0oSv5DE2cttMC/xGT_BxUigrnejzACkAhZfTYBojb1O16Rz3y_We0yKic),https://brdg.app/s/ar669j,Justin Kelly,https://www.linkedin.com/in/justindlkelly,,https://www.snkpeek.app,North Carolina,United States,Techstars Detroit powered by J.P. Morgan
RelayVoice,"Adtech,Marketing tech,""Technology, media and telecommunications""",Seed,United States,"Many industries rely on outbound phone marketing to get the job done, but calling people on the phone is incredibly inefficient. RelayVoice brings your message to scale with high volume, highly personalized calls in your own voice.","- 40% MoM revenue growth since product launch.
- Growing at ~$1,000 ARR per day since launch in late May.
- Sent over 130,000 calls and saved over 3,250 hours for our customers.
- Biggest enterprise commercial client found us -- no cold outreach.",RelayVoice 2024 Teaser Deck.pdf (https://v5.airtableusercontent.com/v3/u/25/25/1708120800000/9rn75B-WoQVrTaYaNC6RKw/-vA8Ib3W3-OjSiLI0_Qk3IteGFBT8NSLbAeDKTzNy8DfVTclSNrn_mYu6wPlWRJMkUYBUqXBH82LAPz46fr8w9Zrh1QDCDBJVPRMVXLP2VzQH2rurcUmrQRce7-69VFuIn826D5UtsCee7SYptkCR9fihuWU38l5_Jz-Hzm-b9Y/ntZe94a4KjAaNGtLpNLqfMv-g_1xY-aUUQ4MfXIbJMQ),https://brdg.app/s/496djm,Erin Heim,https://www.linkedin.com/in/erin-heim-phd/,,www.relayvoice.com,Washington DC,United States,Techstars Washington DC powered by J.P. Morgan
Infranergy Corp,"Artificial intelligence and machine learning,Cleantech,Climate tech",Seed,United States,"Infranergy, the Airbnb for renewable energy assets, optimizes asset use, turning energy management from a cost into a profit center. Our software launch has driven a 60 MW backlog in solar + battery assets, set to power thousands of businesses.","- Rapid Software Launch Success in 2 Months: Backlog of 200 MW Solar Projects & potential $12M SaaS + Energy Revenue, enough to power thousands of businesses.
- Won prestigious DoE SBIR award funding platform.
- Awarded competitive U.S. Dept of State solar contract.
- Signed LOI to deploy 9 MW of solar + battery storage on our platform to generate revenue in Q1 2024.",Infranergy Deck_2024 (1) (1).pdf (https://v5.airtableusercontent.com/v3/u/25/25/1708120800000/IcIygpD4JiOm2ASbijX1XQ/TqPzmDhyPS94piiYS1JhW4uXvEaSN3EOlaw1vfvweTafIEAnwlDYKp-0tkDgXpvHG15C_9yPmLWszQG97VcoAVpuOZW2aaSs7g2SPvnRF8NqKsFmAdQCNEKj0rtuI_i4K9QmN5yhUT7a9Vj9e7cknKNWD3LlLDDfCnFAyhyzPuE/63qmT12r4MVXyNWR0nTh_pVSqqYtOSxdH3rKSdK-Srs),https://brdg.app/s/52rmzo,Uche Isiugo,https://www.linkedin.com/in/isiugo/,,https://infranergy.us/,Florida,United States,Techstars Alabama EnergyTech Accelerator
CDF,Fintech,Pre-Seed,Africa,CDF is a Fintech focused on the African logistics sector. We provide an online trade finance platform. We have financed over $1.5M in working capital for 80 customers and work with over 60% of the major shipping lines across Africa. ,"- Financed $1.1M in working capital in 2023.
- Generated $70,000 in revenue in 2023.
- Have 4% of Kenyan registered freight forwarders as active customers.
- Have direct repayment relationships with 60% of the major shipping lines serving Africa, including A.P. Moller-Maersk, PIL, and COSCO.",CDF Pitch Deck 2023.pdf (https://v5.airtableusercontent.com/v3/u/25/25/1708120800000/0oymFi8as1MdWh2e2iR3EQ/nXadpEFATBrQHnQIE6F3kmXxgF8Ilm7lfcsszinAEtaFTQeEKmh1nXb7e6vifO_OV4wyBAL5tNmjig9isqTqFFhyNsRsyvp-i40urBPaKWNWVIQv3H2Z6JWLnBQwGe2pmsN6gj_CDZdciSDtltIfIg/oUgzcXRxt7TMt4-asXMyPq-gPrQkPTZVJ3RuFY-IFzU),https://brdg.app/s/no8zuq,Michael Mwangi,https://www.linkedin.com/in/michael-mwangi-26354326b/,,https://containerdepositfund.com/,,Kenya,Techstars Detroit powered by J.P. Morgan
Scaffold Ed,"Cloudtech and DevOps,Edtech",Pre-Seed,United States,"Scaffold Ed helps educators spend less time chasing down data by giving every K12 district the power of a data engineer. We rescue K12 leaders from outdated data systems, helping them build live connections between data sources and Google Sheets.","'- Released free MVP V.1 that grew to 350 users from 25 schools in 2 months.
- Achieved first paid pilot to develop product alongside 13 schools (4000 students).
- Post-Techstars (1 month out) grew our sales pipeline by 7 additional districts.
- Raised angel funding from 3 veteran edtech founders (Clever, SchoolMint, and Abl Schools).",Scaffold Ed Email Deck - 2024-01-10 23.40.20-compressed.pdf (https://v5.airtableusercontent.com/v3/u/25/25/1708120800000/0lsKKVXuV27LvI0XRNBXjA/p3TDpZECGs-BDYgAwfPAxY5DztufQiXybU9O9X_vhhYkD3qRxPFOdFe9WYr0wvOju2lFXOVZxmoLbCuLhBJTnXVzZEM51mV8Hds98swzTj0x07KEYHv9l0qgIYy4gh7zkV3g3TXlk7osD-GXk1SbfBA21yLKSzKNM1WOWXrsGPB9Rx0H3OQJ6w6-auzXAjrWV7xdlcZhPIG0oyRnC35lNw/TZoBd03KOnvZN0eq5vSgFSmJQVmcXgVmUCpyKeSWlJs),https://brdg.app/s/8hrqsm,Evan Wilson,https://www.linkedin.com/in/evan-w-1b664b103/,,https://www.scaffolded.io/,Washington DC,United States,Techstars Washington DC powered by J.P. Morgan
