relevant,Company Li Description
2,Deakte is Dea-Wallet non-custodial wallet working with stablecoin that makes us to be sure to expand other transactions in future transactions such as real-life Nfts and escrow systems.
0,"Boomdozer Inc., a premium production company founded by Trace Sheehan, is active in development on a diverse slate of projects across a wide array of platforms from premium docs and docuseries to podcasts, digital media and more. We're a team of ""figure outerers"" seeking to redefine sports content and bring to life stories with our partners that entertain, engage and push boundaries. "
0,Null
0,"We’re a venture-backed team of small business nerds, techies & doers. Over 150 business owners helped us build the ultimate growth manager, designed specifically for the frustrations small businesses face and the daily decisions they need to make. We’re obsessed with transforming how businesses make money, spend & grow."
0,"Alpha Studio is a game-changing venture studio backed by Offline Ventures that is revolutionizing the traditional approach to venture creation. We’re tightly focused on taking ideas from the pre-concept to post-alpha phases of product development and we’re taking a unique approach towards it.   We’ve built an innovative product funnel that focuses on quality first consumer plays using an innovative approach to funding that increases the spend as we reduce the risk. We’re prioritizing consumer products using a unique workforce model that has shown an unprecedented ability to attract diverse, top-level, operators, engineers, and founders who have the flexibility to work remotely and part time.  If you love building innovative early stage products, let’s talk!"
1,In stealth
0,Null
0,Markanvisning.se är plattformen för Sveriges kommuner och företag inom samhällsbyggnadsbranschen. Plattformen syftar till att förbättra matchningen av kommunal mark med aktörer och samtidigt bidra till ett mer hållbart stadsbyggande.
0,Null
0,"Development Innovation Insider (Diinsider) is a content creator and solution provider for consumers, entrepreneurs and partners in the “Bottom of Pyramid (BoP)” market. Our mission is to improve quality of lives for the under-served population through global partnerships.  Diinsider takes a combined approach of both bottom-up and top-down approaches. On one hand, we are helping grassroots organizations and individuals to scale up their impacts by connecting them with different resources through story-telling and communication. Meanwhile, we also provide consultancy to decision- makers such as international donors and governments on how their policies or projects can better align with addressing challenges in emerging countries.  We currently have offices in China, Philippines and Myanmar and conduct projects in around 30 countries. Products/platforms affiliated with Diinsider include: Diinsider Productions, Diinsider Insights, Change Magazine, etc. Diinsider also has a subsidiary company that focuses on ICT and database for the same vision.  Our partners include leading multilateral organizations, public and private sector leaders, as well as various grassroots enterprises and innovators. Diinsider or its founding members have been featured by Manila Tribune, China Global Television Network, Forbes Magazine, and other mainstream media platforms. Diinsider is also a host organization for Practical Training Project of Schwarzman College at Tsinghua University, and CSIP of Princeton University."
0,"My name is Mark Bartel. I work with real estate agents, coaches, advisors, and other small businesses to cut the sales cycle in half by building customized AI tools for their social media accounts, which creates a unique user experience, reduces redundant human interaction, and increases the sales pipeline by eliminating inquiry backlog on social media at scale:  Instagram Conversational Marketing  Facebook Messenger Conversational Marketing Time-saving Automation Systems Whatsapp Conversational Marketing   "
